Sub-Category,Sales,Order_Date
Phones,150.384,10/23/2015
Phones,280.782,3/31/2016
Accessories,31.984,3/31/2016
Binders,11.232,12/29/2016
Paper,26.4,11-03-2017
Art,3.52,1/20/2017
Accessories,1649.95,12-03-2016
Furnishings,111.9,12-03-2016
Bookcases,599.165,6/14/2016
Storage,46.53,09-02-2016
Furnishings,31.984,09-05-2014
Appliances,161.568,10/21/2017
Paper,4.064,10/21/2017
Binders,6.216,10/21/2017
Art,8.896,4/25/2017
Appliances,1640.7,10/19/2015
Accessories,270.0,10/19/2015
Furnishings,19.52,07-05-2014
Binders,9.81,07-05-2014
Furnishings,213.216,07-05-2014
Binders,588.784,04-04-2016
Art,2.064,11/13/2017
Paper,6.368,09-09-2017
Accessories,99.6,4/17/2015
Binders,62.296,4/17/2015
Art,10.71,4/17/2015
Envelopes,20.936,7/25/2016
Phones,33.0,8/26/2016
Accessories,249.95,8/26/2016
Supplies,357.93,09-12-2014
Accessories,57.4,09-12-2014
Binders,331.96,09-12-2014
Furnishings,40.56,09-12-2014
Supplies,86.2,7/22/2016
Paper,38.016,5/19/2017
Storage,8.384,4/28/2017
Art,6.848,4/28/2017
Fasteners,19.6,12/29/2017
Furnishings,68.46,12/29/2017
Binders,13.344,09-04-2017
Tables,1478.272,09-04-2017
Storage,16.272,3/21/2014
Furnishings,9.24,9/28/2017
Binders,32.34,1/19/2014
Paper,56.064,1/19/2014
Envelopes,108.72,1/19/2014
Bookcases,181.47,1/19/2014
Paper,16.176,2/14/2014
Chairs,122.352,06-09-2016
Chairs,585.552,9/26/2014
Paper,19.44,9/26/2014
Appliances,123.92,5/30/2016
Furnishings,13.36,12/19/2017
Storage,78.256,12/19/2017
Bookcases,102.018,12/19/2017
Storage,750.68,12/26/2017
Labels,44.4,6/15/2017
Storage,84.55,6/15/2017
Paper,17.94,6/15/2017
Binders,128.4,11/20/2016
Binders,1.869,3/31/2014
Phones,103.192,10-08-2017
Accessories,36.0,10-08-2017
Accessories,239.96,10-08-2017
Storage,40.68,10-08-2017
Chairs,419.136,1/30/2017
Envelopes,23.472,12-12-2014
Binders,3.592,10/24/2015
Phones,23.976,04-01-2017
Labels,6.264,04-01-2017
Appliances,20.808,04-01-2017
Chairs,218.352,04-01-2017
Storage,18.16,1/26/2017
Supplies,7.36,11/28/2014
Labels,41.4,11/28/2014
Bookcases,411.332,11/28/2014
Binders,7.656,09-04-2015
Accessories,63.92,06-12-2017
Art,6.56,7/15/2017
Labels,7.83,7/15/2017
Accessories,41.9,7/15/2017
Chairs,664.146,7/15/2017
Paper,8.96,7/15/2017
Furnishings,3.312,11-02-2017
Appliances,20.136,11-02-2017
Envelopes,8.856,11-02-2017
Phones,859.2,11-02-2017
Paper,61.96,10-08-2016
Envelopes,17.92,04-08-2016
Furnishings,145.9,10-08-2015
Paper,56.704,5/15/2017
Phones,11.12,5/15/2017
Paper,32.896,2/24/2014
Paper,22.776,2/24/2014
Phones,239.97,5/30/2015
Appliances,160.32,5/30/2015
Phones,128.85,5/30/2015
Accessories,1319.96,11/18/2016
Chairs,239.96,12-04-2017
Furnishings,54.768,12-04-2017
Art,13.392,12-04-2017
Paper,23.92,12-04-2017
Accessories,255.968,12-04-2017
Binders,21.552,06-05-2016
Appliances,58.24,06-05-2016
Paper,80.28,12-10-2016
Art,9.78,4/30/2017
Fasteners,1.81,4/24/2017
Paper,37.94,05-08-2015
Phones,79.96,3/31/2015
Paper,115.296,08-06-2017
Phones,2479.96,12-02-2017
Accessories,179.94,06-06-2016
Accessories,26.85,06-06-2016
Accessories,323.37,06-06-2016
Paper,59.94,06-06-2016
Binders,64.14,06-06-2016
Binders,11.67,06-06-2016
Paper,12.96,06-06-2016
Binders,17.43,4/13/2015
Chairs,181.986,5/22/2017
Binders,1.592,5/22/2017
Supplies,22.344,5/22/2017
Tables,455.97,12/19/2016
Binders,10.44,12/19/2016
Binders,5.214,12/19/2016
Storage,67.4,9/22/2017
Furnishings,25.16,09-07-2017
Phones,126.56,09-07-2017
Appliances,43.68,11/28/2014
Accessories,139.93,11/28/2014
Art,2.672,11-12-2014
Supplies,16.656,11-12-2014
Accessories,79.512,11-12-2014
Paper,36.288,11-12-2014
Bookcases,67.9932,11-12-2014
Furnishings,10.16,10-02-2017
Furnishings,6.16,12/14/2015
Art,56.3,12/14/2015
Paper,6.48,12-06-2015
Storage,1325.85,12-06-2015
Labels,14.94,12-06-2015
Binders,34.54,3/31/2017
Copiers,2999.95,3/31/2017
Binders,64.12,3/31/2017
Art,19.456,3/13/2017
Machines,209.986,3/13/2017
Art,29.76,3/13/2017
Chairs,89.768,3/13/2017
Copiers,959.984,3/13/2017
Paper,15.552,3/13/2017
Phones,34.36,3/13/2017
Paper,98.376,12-05-2014
Binders,29.94,12-05-2014
Paper,17.472,12-05-2014
Phones,36.738,12-05-2014
Phones,179.94,12-05-2014
Furnishings,383.64,12-12-2016
Appliances,56.52,12-12-2016
Art,6.56,09-09-2017
Chairs,243.92,09-09-2017
Paper,47.52,09-09-2017
Furnishings,19.98,10-04-2017
Art,8.0,05-09-2016
Furnishings,6.16,12/15/2014
Storage,83.56,11/30/2017
Phones,546.06,11/30/2017
Storage,269.49,11/30/2017
Fasteners,10.9,3/19/2015
Binders,6.096,7/19/2014
Storage,34.05,12-08-2016
Storage,352.38,12-08-2016
Chairs,245.98,10/13/2014
Binders,18.94,10/13/2014
Binders,59.913,11/19/2017
Phones,391.98,9/24/2017
Phones,437.85,9/24/2017
Binders,68.62,9/25/2015
Supplies,25.02,2/13/2017
Art,10.71,2/13/2017
Art,55.984,10-03-2014
Envelopes,14.48,10-03-2014
Accessories,142.488,10-03-2014
Storage,14.16,8/27/2016
Paper,79.92,8/27/2016
Binders,590.352,12-03-2015
Furnishings,17.088,9/20/2016
Chairs,98.392,9/20/2016
Art,11.05,3/25/2017
Appliances,7.78,12-06-2015
Accessories,659.9,8/31/2017
Accessories,53.04,10-05-2015
Accessories,843.9,8/18/2017
Accessories,1496.16,8/18/2017
Storage,117.96,02-02-2016
Art,21.3,8/23/2016
Appliances,1040.8,8/23/2016
Art,29.34,8/23/2016
Furnishings,19.52,6/30/2017
Storage,443.92,9/18/2015
Accessories,499.95,9/25/2016
Art,3.04,9/25/2016
Chairs,201.96,9/25/2016
Furnishings,68.64,9/25/2016
Accessories,100.0,10/24/2016
Accessories,359.98,10/24/2016
Furnishings,6.16,9/29/2014
Tables,2348.82,9/29/2014
Labels,13.872,6/26/2017
Chairs,273.552,6/26/2017
Tables,815.292,8/21/2016
Accessories,234.45,02-11-2014
Tables,1256.22,02-11-2014
Binders,17.46,02-11-2014
Binders,10.528,9/23/2016
Binders,152.8,12-05-2015
Binders,82.56,09-03-2017
Accessories,284.97,09-03-2017
Furnishings,60.84,3/26/2017
Chairs,1325.76,12/21/2014
Chairs,572.16,12/21/2014
Paper,28.8,9/23/2014
Art,11.12,04-02-2017
Furnishings,7.04,04-01-2016
Envelopes,17.94,5/15/2015
Binders,34.76,3/23/2017
Furnishings,74.45,4/14/2017
Furnishings,192.22,01-04-2015
Paper,19.44,11-02-2017
Paper,32.4,7/17/2017
Envelopes,57.9,7/17/2017
Storage,10.56,7/17/2017
Bookcases,1194.165,7/17/2017
Paper,40.99,10-06-2017
Art,2.94,11-04-2014
Binders,45.24,12/18/2016
Art,18.688,12/18/2016
Paper,11.648,12/18/2016
Accessories,112.776,12/18/2016
Tables,377.45,12/18/2016
Labels,15.936,12/18/2016
Phones,28.68,12/18/2016
Furnishings,21.44,9/24/2016
Storage,511.056,9/24/2016
Art,18.656,7/21/2016
Binders,11.088,7/21/2016
Storage,66.688,7/21/2016
Storage,99.488,7/21/2016
Labels,14.62,06-11-2016
Binders,53.984,06-11-2016
Accessories,389.97,06-11-2016
Furnishings,355.36,06-09-2015
Phones,140.376,06-09-2015
Envelopes,15.84,10/27/2017
Paper,8.448,10/27/2017
Paper,12.96,1/22/2016
Phones,57.408,5/28/2014
Accessories,27.6,5/28/2014
Furnishings,38.976,12/29/2014
Fasteners,20.44,7/28/2016
Paper,109.92,7/28/2016
Binders,6.38,9/24/2016
Paper,6.48,9/24/2016
Paper,15.84,04-02-2014
Phones,1049.93,04-02-2014
Appliances,154.9,04-02-2014
Binders,98.352,11-05-2015
Fasteners,14.32,7/28/2014
Furnishings,129.888,7/28/2014
Envelopes,48.944,7/28/2014
Chairs,275.058,12/26/2015
Art,27.36,12-10-2015
Paper,44.75,12-10-2015
Phones,134.99,12-10-2015
Paper,26.4,12-10-2015
Chairs,542.94,12-10-2015
Tables,71.088,05-05-2016
Binders,27.396,10/14/2017
Binders,13.456,10/14/2017
Labels,11.84,11-05-2016
Paper,35.88,11-03-2017
Envelopes,40.752,11/24/2016
Accessories,139.96,11/24/2016
Art,2.624,12/14/2014
Tables,136.53,12/14/2014
Accessories,263.96,12/14/2014
Supplies,11.64,11-03-2014
Binders,40.176,9/22/2017
Furnishings,79.44,05-08-2015
Supplies,357.93,05-08-2015
Chairs,127.764,05-08-2015
Copiers,2799.944,05-08-2015
Paper,19.44,05-08-2015
Phones,36.792,7/31/2017
Phones,5.94,03-01-2014
Storage,177.55,9/25/2017
Accessories,619.95,10-09-2015
Phones,29.16,10-09-2015
Envelopes,57.96,10-09-2015
Appliances,29.403,10-09-2015
Storage,81.4,3/29/2017
Fasteners,8.72,11/14/2015
Accessories,91.176,11/14/2015
Accessories,159.968,11/14/2015
Paper,12.96,9/26/2016
Storage,331.536,9/22/2014
Accessories,899.91,9/25/2015
Phones,946.344,05-04-2015
Accessories,178.11,12-08-2017
Appliances,1089.75,12-08-2017
Labels,61.06,12-08-2017
Bookcases,459.92,12-08-2017
Paper,27.52,12-08-2017
Bookcases,638.82,6/29/2017
Supplies,30.69,6/29/2017
Furnishings,25.16,6/29/2017
Binders,13.92,6/29/2014
Paper,19.36,1/20/2014
Furnishings,19.3,1/20/2014
Binders,38.376,12/31/2016
Paper,12.96,3/28/2017
Furnishings,26.48,3/28/2017
Machines,532.72,3/28/2017
Paper,26.72,3/28/2017
Paper,20.04,3/28/2017
Storage,795.48,3/28/2017
Furnishings,21.56,3/28/2017
Phones,249.584,12-08-2016
Accessories,68.112,12-08-2016
Accessories,16.56,12-08-2016
Phones,74.95,11/18/2017
Tables,355.455,5/30/2014
Labels,44.4,1/22/2016
Labels,20.65,1/22/2016
Chairs,866.4,02-03-2016
Art,5.56,3/29/2015
Appliances,3.16,10/14/2014
Copiers,1999.96,10/14/2014
Furnishings,46.152,08-11-2015
Machines,32.985,11/22/2015
Storage,481.32,12/30/2016
Binders,6.384,12/30/2016
Appliances,542.94,08-12-2017
Furnishings,54.92,08-12-2017
Chairs,1448.82,11-03-2015
Storage,353.88,09-10-2015
Phones,333.576,11-08-2014
Labels,60.144,10-08-2016
Accessories,85.2,09-08-2017
Labels,3.15,2/25/2015
Paper,22.72,2/25/2015
Furnishings,14.91,9/24/2015
Appliances,1158.12,9/24/2015
Copiers,599.99,11/26/2015
Storage,23.968,8/31/2016
Chairs,638.288,04-12-2016
Binders,13.208,04-12-2016
Binders,15.528,12-04-2016
Paper,104.85,12-04-2016
Art,30.48,11-11-2014
Chairs,112.648,11-11-2014
Machines,71.976,04-02-2015
Art,2.21,12-12-2015
Envelopes,15.52,12-12-2015
Paper,36.44,12-12-2015
Bookcases,217.764,10-02-2017
Supplies,39.072,10-02-2017
Binders,22.638,10-02-2017
Art,95.144,10-02-2017
Furnishings,12.32,04-10-2017
Binders,4.419,04-10-2017
Fasteners,35.0,9/29/2017
Chairs,72.784,9/29/2017
Appliances,97.84,9/29/2017
Furnishings,51.75,9/29/2017
Binders,46.672,9/29/2017
Storage,1395.54,9/29/2014
Furnishings,117.36,9/29/2014
Labels,18.9,9/29/2014
Paper,77.52,9/29/2014
Chairs,421.372,8/20/2014
Phones,575.968,07-11-2014
Paper,10.368,07-11-2014
Phones,15.984,3/22/2015
Art,10.272,05-12-2017
Storage,61.792,11/13/2017
Bookcases,205.9992,11/13/2017
Paper,12.192,09-04-2016
Appliances,87.168,09-04-2016
Art,31.744,09-04-2016
Furnishings,132.224,02-06-2016
Paper,105.52,3/22/2015
Furnishings,91.96,3/22/2015
Phones,1487.976,3/22/2015
Paper,19.44,07-02-2015
Accessories,11.672,6/15/2015
Phones,279.96,11/26/2014
Binders,12.912,11/26/2014
Binders,17.088,11/26/2014
Labels,93.15,11/26/2014
Labels,11.52,11/26/2014
Supplies,238.62,05-12-2017
Appliances,7.77,05-12-2017
Tables,285.48,05-12-2017
Binders,19.168,05-12-2017
Appliances,26.136,05-02-2014
Paper,419.4,09-03-2017
Chairs,90.801,09-03-2017
Chairs,181.764,09-03-2017
Art,5.56,09-03-2017
Tables,581.96,12-03-2016
Chairs,29.98,12-03-2016
Accessories,519.96,7/18/2015
Labels,6.264,7/21/2016
Chairs,363.92,7/21/2016
Binders,64.2,06-09-2015
Binders,38.52,06-09-2015
Accessories,72.6,06-09-2015
Phones,57.568,11/27/2017
Storage,83.7,3/27/2015
Paper,32.4,9/22/2015
Furnishings,47.98,9/22/2015
Phones,415.968,11/17/2015
Storage,304.9,11/17/2015
Furnishings,80.96,11/17/2015
Storage,777.21,11/17/2015
Paper,32.4,11/17/2015
Chairs,225.568,11/17/2015
Furnishings,36.6,11/17/2015
Appliances,715.64,11-10-2015
Storage,795.51,11-10-2015
Copiers,549.99,11-10-2015
Binders,74.76,11-10-2015
Furnishings,29.22,11-10-2015
Binders,9.64,09-10-2014
Storage,33.488,08-05-2015
Supplies,23.04,08-05-2015
Binders,1.362,08-05-2015
Furnishings,14.76,08-05-2015
Bookcases,239.666,09-03-2017
Tables,301.96,11-01-2015
Paper,7.968,4/29/2015
Paper,109.92,05-01-2016
Paper,19.44,05-01-2016
Art,11.16,05-01-2016
Appliances,79.47,08-05-2014
Art,4.56,08-05-2014
Chairs,1133.35,08-05-2014
Art,4.672,01-04-2016
Binders,104.58,01-04-2016
Chairs,1603.136,11-07-2016
Tables,1293.488,6/14/2016
Furnishings,127.95,9/24/2016
Storage,59.76,3/30/2017
Binders,108.08,06-04-2017
Binders,9.54,06-04-2017
Art,11.736,04-07-2015
Binders,447.86,5/21/2014
Paper,17.94,5/21/2014
Appliances,245.88,5/21/2014
Paper,192.16,09-05-2016
Chairs,801.568,9/18/2016
Paper,368.91,9/18/2016
Chairs,885.528,9/18/2016
Furnishings,28.28,3/13/2016
Supplies,4912.59,3/13/2016
Binders,14.352,10/16/2014
Accessories,179.97,10/16/2014
Storage,42.76,10-08-2017
Paper,45.68,05-07-2015
Binders,25.06,4/14/2016
Paper,38.432,11/21/2016
Storage,21.568,11/21/2016
Accessories,81.576,11/21/2016
Binders,2.78,09-10-2017
Storage,99.87,09-09-2017
Labels,44.4,11-01-2014
Paper,21.4,11-01-2014
Furnishings,71.12,04-03-2016
Phones,259.96,04-03-2016
Envelopes,9.78,01-12-2017
Binders,24.192,11/20/2015
Furnishings,31.56,11/27/2016
Paper,59.94,11-06-2017
Paper,45.36,11-06-2017
Paper,26.4,11-06-2017
Labels,41.4,11-06-2017
Accessories,16.95,11-06-2017
Binders,24.704,12-02-2016
Appliances,59.7,12-02-2016
Furnishings,14.52,12-02-2016
Binders,104.184,12-02-2016
Storage,46.53,12/17/2016
Supplies,25.5,8/24/2014
Storage,14.9,9/17/2015
Labels,87.71,9/17/2015
Chairs,199.764,9/17/2015
Storage,94.6,9/17/2015
Bookcases,4228.704,9/17/2015
Bookcases,2003.92,9/17/2015
Phones,209.97,9/17/2015
Accessories,659.9,9/17/2015
Paper,110.96,9/17/2015
Phones,67.8,9/17/2015
Tables,313.176,11/26/2016
Art,22.96,11/19/2017
Accessories,1099.5,06-03-2017
Tables,1215.92,04-08-2014
Labels,7.31,10-11-2014
Furnishings,8.92,10-11-2014
Bookcases,87.21,07-07-2017
Paper,15.552,07-07-2017
Phones,683.988,07-07-2017
Storage,13.392,07-07-2017
Accessories,16.776,07-07-2017
Accessories,527.92,07-07-2017
Furnishings,25.4,07-04-2016
Phones,177.48,07-04-2016
Phones,71.976,07-04-2016
Phones,95.992,5/19/2017
Labels,13.216,5/19/2017
Accessories,435.84,10-12-2017
Art,5.88,10-12-2017
Phones,211.168,08-06-2016
Furnishings,6.28,8/25/2014
Accessories,95.1,8/25/2014
Paper,25.92,8/25/2014
Storage,48.84,8/25/2014
Binders,25.9,9/14/2015
Envelopes,42.68,03-05-2017
Accessories,299.97,03-05-2017
Appliances,262.24,03-05-2017
Binders,234.36,03-05-2017
Paper,20.736,4/15/2017
Art,10.5,3/30/2014
Furnishings,23.968,11-11-2014
Bookcases,521.96,11-11-2014
Storage,676.55,03-12-2016
Appliances,154.9,03-12-2016
Envelopes,30.56,03-12-2016
Chairs,770.352,03-12-2016
Furnishings,21.12,02-09-2017
Phones,575.928,11-11-2014
Appliances,7.78,11-11-2014
Paper,123.92,11-11-2014
Supplies,17.22,8/20/2017
Storage,226.56,8/20/2017
Phones,107.88,8/20/2017
Paper,81.98,1/15/2016
Paper,104.85,7/20/2014
Binders,8.704,7/20/2014
Paper,19.92,7/20/2014
Furnishings,43.02,7/20/2014
Bookcases,240.784,02-06-2017
Appliances,414.96,12/25/2015
Storage,387.72,10-08-2016
Storage,360.38,7/13/2017
Paper,13.56,7/13/2017
Phones,552.0,4/24/2017
Tables,429.9,09-07-2014
Binders,32.06,09-07-2014
Chairs,161.96,09-07-2014
Storage,19.86,09-07-2014
Paper,12.96,11/21/2016
Paper,20.544,9/16/2017
Furnishings,185.58,7/19/2016
Binders,77.56,7/19/2016
Storage,87.92,7/19/2016
Paper,245.94,7/19/2016
Binders,8.6,7/19/2016
Bookcases,504.9,7/19/2016
Binders,2357.488,9/15/2017
Phones,369.544,9/15/2017
Chairs,184.752,9/15/2017
Storage,64.96,12-11-2016
Supplies,13.52,12-11-2016
Chairs,458.43,12-11-2016
Appliances,387.136,12-11-2016
Tables,328.59,12-11-2016
Chairs,338.352,12-10-2014
Paper,25.92,12-10-2014
Paper,91.36,12-10-2014
Furnishings,87.96,12/13/2014
Binders,5.214,12/13/2014
Binders,12.294,9/21/2017
Furnishings,19.76,09-07-2017
Chairs,109.764,11-02-2015
Phones,128.85,12-11-2017
Furnishings,127.95,04-01-2017
Paper,68.52,12/30/2015
Storage,74.94,12/30/2015
Machines,2548.56,12/30/2015
Envelopes,271.44,12/30/2015
Phones,287.88,12/30/2015
Paper,14.9,03-10-2016
Phones,4158.912,03-10-2016
Furnishings,91.96,04-06-2014
Furnishings,33.11,04-06-2014
Paper,19.44,04-06-2014
Paper,55.48,04-06-2014
Appliances,91.92,10-05-2014
Appliances,17.34,8/13/2016
Accessories,71.98,8/13/2016
Envelopes,7.08,11/17/2014
Accessories,69.98,4/24/2017
Appliances,646.272,8/24/2017
Paper,10.368,8/24/2017
Fasteners,8.4,2/23/2017
Phones,71.96,2/23/2017
Art,18.48,11/19/2016
Art,9.84,11/14/2016
Chairs,239.24,07-06-2017
Furnishings,21.12,12/25/2016
Supplies,54.9,4/23/2017
Furnishings,15.24,12/14/2015
Appliances,19.568,4/19/2015
Binders,310.392,4/19/2015
Furnishings,42.6,09-04-2016
Binders,113.94,09-04-2016
Storage,129.92,09-04-2016
Art,5.28,09-04-2016
Phones,859.2,9/24/2017
Machines,506.28,9/24/2017
Furnishings,14.368,02-04-2016
Chairs,314.352,5/19/2017
Paper,27.888,5/19/2017
Furnishings,238.152,09-03-2015
Tables,692.94,06-09-2016
Binders,16.146,11-07-2015
Binders,1345.485,11-07-2015
Paper,173.488,6/15/2016
Art,57.75,4/25/2015
Appliances,272.4,4/25/2015
Paper,11.952,9/23/2016
Furnishings,28.0,9/23/2016
Binders,12.201,9/23/2016
Binders,2.068,8/18/2016
Paper,83.84,8/18/2016
Envelopes,11.36,03-02-2014
Paper,36.4,03-02-2014
Accessories,27.968,12/30/2014
Storage,142.04,04-10-2015
Art,14.67,04-10-2015
Copiers,1199.96,12/25/2015
Paper,12.6,12/25/2015
Paper,17.94,12/25/2015
Labels,23.904,04-05-2015
Supplies,88.96,1/17/2015
Chairs,518.272,5/20/2017
Furnishings,6.98,5/20/2017
Machines,343.2,5/20/2017
Labels,17.544,8/13/2017
Storage,152.688,12/31/2015
Fasteners,3.488,12/31/2015
Supplies,5.888,12/31/2015
Binders,153.552,12/25/2017
Storage,270.62,12/25/2017
Accessories,468.9,09-01-2016
Accessories,72.48,09-01-2016
Supplies,10.95,09-01-2016
Furnishings,191.82,09-01-2016
Storage,151.056,08-05-2017
Furnishings,25.16,2/18/2014
Binders,6.216,11/22/2016
Art,23.616,11/22/2016
Accessories,24.032,11/22/2016
Labels,2.088,11/22/2016
Binders,4.488,11/22/2016
Furnishings,29.22,12/14/2015
Paper,6.48,6/13/2015
Binders,1.188,12/28/2017
Chairs,272.646,9/20/2017
Accessories,212.8,9/20/2017
Paper,38.52,9/20/2017
Accessories,72.64,9/20/2017
Storage,45.4,9/20/2017
Paper,13.76,9/20/2017
Chairs,80.991,9/20/2017
Binders,11.784,9/20/2017
Fasteners,4.36,9/20/2017
Chairs,2888.127,9/20/2017
Phones,1299.66,9/20/2017
Chairs,2254.41,9/20/2017
Phones,104.85,9/20/2017
Accessories,59.97,9/20/2017
Tables,314.532,8/22/2017
Art,13.632,6/18/2015
Appliances,19.432,12/20/2014
Accessories,65.44,12/20/2014
Labels,6.0,09-11-2016
Binders,1.908,09-11-2016
Chairs,1474.802,11-12-2016
Appliances,110.096,11-12-2016
Fasteners,16.752,11-12-2016
Chairs,1537.074,11-12-2016
Chairs,449.372,11-12-2016
Binders,41.904,3/14/2016
Phones,2279.96,11/13/2016
Labels,14.94,11/13/2016
Phones,191.976,9/19/2017
Art,23.832,9/19/2017
Furnishings,409.216,9/19/2017
Bookcases,72.588,9/19/2017
Storage,61.568,12-04-2017
Paper,20.96,8/31/2015
Accessories,44.75,06-03-2017
Paper,11.96,06-03-2017
Binders,3.912,06-03-2017
Chairs,327.996,3/31/2016
Binders,49.408,10/25/2014
Accessories,53.25,3/26/2017
Fasteners,3.76,3/26/2017
Chairs,767.214,12/27/2014
Paper,163.96,9/15/2017
Tables,161.28,8/16/2016
Art,192.8,11-04-2016
Accessories,27.696,10/18/2015
Appliances,73.164,10/18/2015
Paper,32.064,10/31/2016
Bookcases,205.666,3/30/2014
Storage,115.44,4/18/2015
Paper,274.8,07-09-2017
Storage,195.64,07-09-2017
Phones,257.98,07-09-2017
Art,119.04,07-09-2017
Paper,20.07,6/27/2017
Art,11.76,12/22/2014
Art,11.76,11/21/2017
Binders,40.736,11/21/2017
Phones,201.584,6/27/2016
Chairs,340.704,12/28/2017
Bookcases,354.9,04-08-2016
Bookcases,1198.33,3/18/2014
Storage,87.92,07-03-2017
Furnishings,51.968,4/20/2017
Storage,51.336,4/20/2017
Storage,332.704,4/20/2017
Furnishings,42.408,4/20/2017
Envelopes,81.54,08-03-2016
Accessories,167.28,08-03-2016
Storage,772.68,12-03-2016
Phones,323.976,3/19/2014
Labels,11.808,3/19/2014
Storage,26.16,3/19/2014
Binders,33.57,3/19/2014
Furnishings,4.992,3/19/2014
Furnishings,20.016,3/19/2014
Accessories,170.24,3/19/2014
Paper,117.456,4/20/2015
Paper,22.96,9/19/2015
Paper,13.36,8/27/2014
Binders,34.248,12/19/2016
Art,3.52,12/19/2016
Binders,26.7,08-02-2014
Accessories,21.2,08-02-2014
Storage,838.38,08-02-2014
Chairs,1690.04,9/21/2015
Storage,85.96,9/21/2015
Envelopes,121.96,9/21/2015
Paper,23.92,9/21/2015
Storage,63.96,9/21/2015
Phones,629.95,9/21/2015
Phones,113.73,9/21/2015
Binders,14.6,9/21/2015
Storage,887.84,9/21/2015
Chairs,403.92,12-11-2016
Art,106.8,08-07-2015
Storage,70.95,11/15/2015
Binders,34.944,11/15/2015
Art,119.04,11/15/2015
Phones,383.84,04-04-2017
Furnishings,799.56,12/24/2016
Storage,31.44,12/13/2017
Paper,25.92,12/22/2017
Binders,6.33,12/22/2017
Paper,75.88,12/22/2017
Phones,329.988,10/21/2017
Storage,71.376,10/21/2017
Paper,63.77,11/13/2015
Phones,50.97,11/13/2015
Paper,96.08,11/13/2015
Copiers,1439.968,4/16/2015
Accessories,43.56,4/16/2015
Chairs,563.92,12/16/2016
Phones,235.152,10/21/2016
Furnishings,7.712,12-01-2017
Paper,51.016,10/20/2016
Fasteners,25.248,10/20/2016
Chairs,56.686,10/20/2016
Storage,51.168,9/29/2017
Binders,2793.528,8/18/2017
Storage,1000.02,8/18/2017
Furnishings,65.94,8/18/2017
Fasteners,18.24,11-12-2017
Appliances,76.12,11-12-2017
Envelopes,7.64,10-11-2014
Furnishings,68.16,11/28/2015
Envelopes,62.24,11/28/2015
Phones,29.97,7/27/2015
Phones,125.7,10/20/2016
Phones,191.98,10/20/2016
Storage,20.86,10/20/2016
Labels,56.7,9/14/2017
Furnishings,72.704,12/23/2017
Art,12.264,12/23/2017
Storage,218.352,12/23/2017
Bookcases,66.294,10-05-2015
Chairs,291.168,10-05-2015
Phones,88.776,11-02-2014
Phones,110.376,1/22/2016
Accessories,55.176,1/22/2016
Art,30.32,07-11-2017
Chairs,177.568,09-11-2017
Paper,19.44,09-11-2017
Paper,71.28,09-11-2017
Binders,1471.96,09-11-2017
Phones,79.96,09-11-2017
Envelopes,57.576,2/23/2016
Binders,26.336,1/22/2016
Furnishings,166.5,12-12-2015
Storage,360.38,12-12-2015
Binders,11.744,10/29/2016
Furnishings,247.44,5/28/2017
Binders,18.24,12/21/2014
Supplies,25.35,11/24/2016
Art,119.04,11/20/2015
Furnishings,22.14,11/20/2015
Accessories,13.98,11/20/2015
Binders,43.41,5/29/2017
Furnishings,6.24,5/29/2017
Appliances,465.16,5/29/2017
Paper,7.98,5/29/2017
Appliances,2.394,12-02-2014
Paper,58.32,04-07-2014
Phones,200.97,04-07-2014
Furnishings,21.36,09-08-2015
Labels,9.856,09-09-2017
Binders,3.444,09-06-2015
Supplies,384.592,11-02-2017
Envelopes,22.92,3/28/2015
Binders,11.36,8/13/2015
Binders,14.592,05-12-2015
Labels,41.4,7/23/2017
Binders,442.372,9/24/2016
Binders,34.5,05-05-2017
Binders,28.85,10-06-2016
Paper,3.488,11-03-2014
Paper,143.856,11-03-2014
Phones,311.98,10-01-2015
Binders,22.45,10-01-2015
Phones,39.992,12-02-2017
Chairs,1159.056,12-02-2017
Art,179.9,12-02-2017
Accessories,116.312,12-11-2017
Furnishings,12.42,7/17/2016
Accessories,428.4,7/17/2016
Furnishings,24.75,7/17/2016
Labels,87.71,7/17/2016
Storage,69.52,7/17/2016
Phones,20.784,7/17/2016
Binders,12.816,7/17/2016
Labels,5.904,05-12-2017
Furnishings,63.824,11/20/2015
Storage,141.552,11/20/2015
Envelopes,304.9,9/24/2016
Chairs,563.24,9/24/2016
Tables,661.176,10/21/2016
Phones,239.976,10/24/2016
Tables,502.488,07-08-2014
Binders,196.704,07-08-2014
Chairs,915.136,3/13/2015
Furnishings,327.76,3/13/2015
Chairs,701.96,12-02-2017
Phones,88.776,4/22/2015
Art,64.14,4/22/2015
Binders,33.552,9/16/2014
Appliances,1737.18,12/28/2014
Storage,704.25,12/28/2014
Paper,141.76,12/28/2014
Binders,36.36,10/21/2014
Furnishings,25.83,11/30/2017
Binders,24.588,06-06-2014
Envelopes,13.984,06-06-2014
Phones,195.96,11/23/2017
Paper,74.352,6/18/2017
Paper,6.68,05-05-2017
Supplies,17.584,11-04-2016
Chairs,104.784,11-04-2016
Paper,47.952,11-04-2016
Chairs,650.352,11-04-2016
Labels,629.184,11-04-2016
Paper,15.176,11-04-2016
Furnishings,127.95,09-11-2014
Storage,579.51,2/16/2017
Phones,14.99,2/16/2017
Art,151.92,11/24/2014
Labels,196.62,11/24/2014
