Category,Quantity,Order_Date
Office Supplies,2,04-04-2014
Office Supplies,3,7/23/2015
Technology,5,6/25/2014
Office Supplies,11,6/25/2014
Office Supplies,1,6/25/2014
Office Supplies,2,09-08-2014
Furniture,5,09-08-2014
Office Supplies,8,09-08-2014
Office Supplies,6,09-08-2014
Furniture,3,12-12-2014
Office Supplies,3,12-12-2014
Furniture,3,12-12-2014
Office Supplies,3,1/13/2015
Furniture,4,1/13/2015
Furniture,9,1/13/2015
Office Supplies,7,12/15/2017
Office Supplies,2,12/18/2016
Technology,6,04-11-2014
Office Supplies,1,11-10-2016
Office Supplies,3,11-10-2016
Technology,3,6/26/2017
Furniture,6,11/13/2017
Office Supplies,11,11/13/2017
Office Supplies,3,11/13/2017
Office Supplies,3,11/13/2017
Technology,2,11/24/2017
Office Supplies,7,11/24/2017
Office Supplies,2,5/23/2017
Office Supplies,5,5/23/2017
Office Supplies,3,5/23/2017
Office Supplies,1,5/23/2017
Technology,5,12-02-2014
Office Supplies,2,10-03-2014
Office Supplies,3,10-03-2014
Office Supplies,3,7/29/2016
Office Supplies,2,11-02-2017
Furniture,4,11-02-2017
Technology,9,11-02-2017
Office Supplies,4,11-02-2017
Office Supplies,5,03-08-2017
Office Supplies,2,03-08-2017
Office Supplies,5,12/16/2014
Furniture,3,11/28/2016
Technology,6,11/28/2016
Office Supplies,3,11/28/2016
Office Supplies,6,11/28/2016
Office Supplies,3,12/23/2016
Office Supplies,2,12/23/2016
Office Supplies,2,12/23/2016
Office Supplies,2,12/23/2016
Office Supplies,1,12/23/2016
Office Supplies,2,12/23/2016
Office Supplies,4,12/23/2016
Furniture,2,10/15/2014
Office Supplies,2,10/15/2014
Office Supplies,8,8/22/2016
Office Supplies,4,12/17/2017
Office Supplies,1,12/17/2017
Office Supplies,6,03-07-2017
Office Supplies,3,03-07-2017
Furniture,3,12-01-2014
Office Supplies,4,10/14/2014
Office Supplies,5,10/14/2014
Office Supplies,8,11/18/2014
Technology,2,11/18/2014
Office Supplies,3,1/14/2017
Office Supplies,7,1/14/2017
Technology,2,1/14/2017
Office Supplies,5,1/14/2017
Office Supplies,2,1/14/2017
Office Supplies,2,9/24/2015
Office Supplies,3,9/24/2015
Office Supplies,7,10-09-2017
Furniture,3,10-09-2017
Furniture,3,01-02-2016
Technology,2,01-02-2016
Office Supplies,2,8/19/2017
Office Supplies,2,12/25/2017
Office Supplies,2,12/25/2017
Office Supplies,6,12/25/2017
Technology,2,12/25/2017
Office Supplies,2,09-10-2017
Furniture,1,10/19/2017
Office Supplies,3,12-01-2017
Furniture,3,12-01-2017
Office Supplies,5,09-02-2014
Office Supplies,3,09-02-2014
Office Supplies,2,3/25/2017
Office Supplies,1,9/28/2015
Office Supplies,2,9/28/2015
Office Supplies,3,9/28/2015
Technology,3,3/15/2015
Office Supplies,7,01-06-2017
Office Supplies,5,1/13/2014
Furniture,3,1/13/2014
Office Supplies,5,1/13/2014
Furniture,9,02-06-2015
Furniture,4,02-06-2015
Office Supplies,2,02-06-2015
Office Supplies,1,12/21/2017
Office Supplies,2,09-05-2016
Office Supplies,2,09-05-2016
Office Supplies,2,09-05-2016
Office Supplies,4,10-04-2014
Office Supplies,7,11/27/2017
Furniture,3,11/27/2017
Office Supplies,3,10/28/2016
Office Supplies,2,06-09-2015
Office Supplies,1,12-08-2017
Technology,2,3/16/2015
Office Supplies,7,06-09-2014
Office Supplies,3,06-09-2014
Furniture,2,06-09-2014
Office Supplies,2,3/20/2015
Office Supplies,9,3/20/2015
Technology,1,11/18/2016
Office Supplies,1,11/18/2016
Furniture,1,03-07-2014
Office Supplies,3,03-07-2014
Office Supplies,3,03-07-2014
Office Supplies,4,5/15/2016
Technology,4,5/25/2015
Technology,3,08-02-2015
Office Supplies,2,08-02-2015
Technology,2,08-02-2015
Furniture,1,08-02-2015
Furniture,2,11-06-2016
Office Supplies,2,11-06-2016
Furniture,2,11-06-2016
Office Supplies,2,11-06-2016
Office Supplies,2,11-07-2016
Technology,9,9/18/2015
Office Supplies,5,12-07-2015
Office Supplies,2,12-07-2015
Technology,6,12-07-2015
Office Supplies,3,12-09-2016
Office Supplies,2,12-09-2016
Technology,4,12-09-2016
Office Supplies,2,11/16/2014
Office Supplies,3,11-06-2016
Office Supplies,5,09-06-2015
Office Supplies,5,09-03-2014
Office Supplies,3,4/24/2016
Furniture,6,4/24/2016
Office Supplies,2,4/24/2016
Office Supplies,3,8/31/2017
Technology,4,8/31/2017
Office Supplies,5,12-07-2017
Office Supplies,8,12/18/2015
Office Supplies,8,12/18/2015
Furniture,5,12/18/2015
Office Supplies,4,11-04-2014
Office Supplies,1,03-10-2017
Office Supplies,4,03-10-2017
Technology,1,1/31/2016
Office Supplies,5,1/31/2016
Technology,1,05-07-2017
Office Supplies,5,5/24/2016
Office Supplies,4,5/24/2016
Office Supplies,2,10-07-2016
Technology,3,4/30/2014
Office Supplies,5,11-10-2015
Technology,2,11-09-2015
Office Supplies,3,11-09-2015
Office Supplies,1,09-07-2015
Technology,6,09-07-2015
Office Supplies,3,09-07-2015
Furniture,7,05-11-2017
Office Supplies,3,7/21/2017
Office Supplies,7,7/21/2017
Technology,6,7/21/2017
Furniture,7,11/24/2014
Technology,4,11/24/2014
Furniture,3,11/15/2014
Technology,3,11/15/2014
Office Supplies,2,11/15/2014
Office Supplies,3,3/23/2017
Technology,2,12/18/2016
Technology,3,12/18/2016
Furniture,4,12/18/2016
Office Supplies,2,7/29/2017
Technology,3,7/29/2017
Office Supplies,2,7/29/2017
Furniture,3,7/29/2017
Technology,3,09-02-2014
Office Supplies,3,1/29/2017
Office Supplies,1,1/29/2017
Office Supplies,8,1/29/2017
Furniture,3,12/26/2016
Office Supplies,1,12/26/2016
Furniture,5,08-09-2015
Furniture,3,04-06-2014
Technology,2,04-06-2014
Technology,5,11/17/2017
Furniture,4,07-11-2015
Technology,2,07-11-2015
Office Supplies,7,07-11-2015
Office Supplies,3,11-10-2016
Office Supplies,4,11-10-2016
Furniture,9,11-10-2016
Office Supplies,5,11-10-2016
Office Supplies,4,11-10-2016
Office Supplies,3,11-10-2016
Office Supplies,5,11-10-2016
Office Supplies,7,3/31/2014
Technology,2,3/31/2014
Office Supplies,2,9/18/2015
Office Supplies,2,11-07-2015
Office Supplies,4,5/19/2017
Technology,5,01-03-2015
Office Supplies,3,01-03-2015
Furniture,9,01-03-2015
Office Supplies,5,09-08-2015
Office Supplies,6,09-08-2015
Office Supplies,9,04-03-2016
Technology,2,12-05-2016
Office Supplies,9,12-05-2016
Office Supplies,2,05-08-2015
Technology,3,05-08-2015
Furniture,3,05-08-2015
Technology,2,9/22/2017
Technology,3,11/30/2017
Furniture,7,11/30/2017
Office Supplies,5,1/15/2017
Technology,1,08-08-2014
Office Supplies,3,08-08-2014
Office Supplies,3,08-08-2014
Furniture,6,08-08-2014
Technology,2,08-08-2014
Office Supplies,4,11-05-2015
Office Supplies,2,4/25/2017
Furniture,5,4/20/2014
Office Supplies,5,4/20/2014
Furniture,2,4/20/2014
Office Supplies,3,11-11-2017
Furniture,3,11/25/2017
Office Supplies,1,11/25/2017
Office Supplies,4,12/18/2015
Technology,4,09-08-2016
Office Supplies,3,09-08-2016
Office Supplies,4,06-06-2016
Office Supplies,2,6/19/2015
Technology,7,03-05-2015
Technology,1,03-05-2015
Office Supplies,3,03-05-2015
Office Supplies,2,08-04-2017
Office Supplies,1,08-04-2017
Office Supplies,3,12/30/2017
Office Supplies,3,5/23/2015
Office Supplies,4,12-06-2014
Furniture,5,12-06-2014
Technology,4,12-06-2014
Furniture,3,12-06-2014
Office Supplies,2,12-06-2014
Office Supplies,2,12-06-2014
Office Supplies,3,08-07-2015
Office Supplies,2,3/17/2014
Office Supplies,1,3/17/2014
Office Supplies,3,3/17/2014
Office Supplies,6,3/26/2015
Technology,3,3/26/2015
Furniture,4,12/14/2014
Technology,4,9/19/2015
Office Supplies,9,4/25/2017
Office Supplies,5,4/25/2017
Office Supplies,6,10/18/2014
Office Supplies,6,10/18/2014
Office Supplies,4,10/18/2014
Furniture,9,11/13/2015
Office Supplies,3,1/31/2016
Office Supplies,3,11/17/2016
Office Supplies,1,7/25/2017
Office Supplies,1,11-11-2017
Office Supplies,3,9/26/2015
Technology,7,9/26/2015
Office Supplies,9,9/26/2015
Office Supplies,5,04-04-2014
Technology,2,04-04-2014
Office Supplies,3,04-04-2014
Office Supplies,2,04-04-2014
Furniture,9,9/14/2014
Office Supplies,7,9/14/2014
Technology,4,9/14/2014
Office Supplies,2,9/14/2014
Technology,1,9/14/2014
Technology,3,9/14/2014
Office Supplies,9,9/14/2014
Furniture,8,12/29/2017
Technology,3,6/21/2015
Office Supplies,7,11/26/2017
Office Supplies,4,11/26/2017
Office Supplies,5,10/23/2016
Office Supplies,2,12/14/2015
Furniture,4,11/13/2016
Office Supplies,3,9/29/2017
Office Supplies,5,9/29/2017
Technology,2,11-08-2015
Furniture,6,04-01-2016
Office Supplies,8,04-01-2016
Office Supplies,1,04-01-2016
Furniture,2,02-02-2017
Office Supplies,4,02-02-2017
Office Supplies,4,02-02-2017
Furniture,4,12/24/2017
Furniture,3,12/24/2017
Technology,3,6/21/2014
Office Supplies,2,03-06-2017
Office Supplies,5,9/25/2017
Office Supplies,1,6/30/2014
Office Supplies,3,6/30/2014
Office Supplies,4,08-07-2015
Furniture,3,08-07-2015
Technology,2,6/30/2017
Furniture,3,6/30/2017
Furniture,2,6/30/2017
Technology,2,10/26/2015
Technology,2,10/26/2015
Furniture,8,7/30/2014
Furniture,2,11/18/2016
Furniture,3,07-06-2015
Office Supplies,2,11-10-2014
Office Supplies,3,11-10-2014
Office Supplies,3,11-10-2014
Furniture,3,11-10-2014
Office Supplies,3,11-10-2014
Office Supplies,3,11-10-2014
Furniture,5,5/27/2016
Office Supplies,3,5/27/2016
Office Supplies,3,5/27/2016
Office Supplies,1,03-08-2015
Office Supplies,2,10/19/2017
Furniture,3,10/19/2017
Office Supplies,2,11-05-2016
Office Supplies,3,12/26/2016
Furniture,2,4/13/2015
Technology,2,4/13/2015
Office Supplies,2,4/13/2015
Office Supplies,7,09-12-2017
Office Supplies,3,09-12-2017
Office Supplies,3,9/24/2017
Office Supplies,7,9/24/2017
Office Supplies,6,10-10-2015
Technology,8,11/27/2015
Technology,4,9/13/2015
Furniture,7,9/13/2015
Technology,6,11/14/2017
Office Supplies,2,11/14/2017
Office Supplies,2,05-05-2017
Furniture,5,11/28/2014
Office Supplies,7,11/28/2014
Office Supplies,4,11/28/2014
Office Supplies,3,11/28/2014
Office Supplies,3,05-10-2014
Technology,5,05-10-2014
Office Supplies,3,03-03-2016
Office Supplies,1,03-03-2016
Technology,3,03-03-2016
Technology,7,03-03-2016
Furniture,7,8/15/2015
Office Supplies,3,8/15/2015
Office Supplies,2,09-12-2015
Office Supplies,2,09-12-2015
Office Supplies,1,09-12-2015
Office Supplies,2,09-12-2015
Office Supplies,5,09-12-2015
Office Supplies,1,09-12-2015
Office Supplies,3,01-12-2015
Office Supplies,3,05-12-2015
Office Supplies,3,9/26/2016
Office Supplies,3,9/26/2016
Office Supplies,5,9/26/2016
Office Supplies,5,9/26/2016
Office Supplies,2,09-09-2017
Office Supplies,3,4/15/2017
Office Supplies,5,06-10-2017
Furniture,7,09-01-2017
Furniture,3,6/14/2014
Office Supplies,7,5/18/2017
Technology,5,5/18/2017
Office Supplies,7,5/18/2017
Office Supplies,3,09-12-2017
Office Supplies,5,6/21/2016
Office Supplies,6,6/21/2016
Furniture,2,6/21/2016
Office Supplies,2,11/26/2014
Office Supplies,2,3/19/2017
Furniture,5,3/19/2017
Furniture,1,3/19/2017
Office Supplies,7,3/19/2017
Furniture,6,10/18/2014
Furniture,1,8/22/2017
Office Supplies,3,11/19/2016
Furniture,3,9/20/2014
Furniture,3,9/20/2014
Technology,2,9/20/2014
Office Supplies,3,09-11-2016
Office Supplies,2,09-11-2016
Office Supplies,2,9/23/2016
Office Supplies,3,08-04-2017
Office Supplies,1,7/25/2016
Furniture,2,08-02-2016
Technology,3,08-02-2016
Office Supplies,2,08-02-2016
Office Supplies,8,5/21/2015
Technology,3,11-03-2017
Office Supplies,4,4/16/2015
Technology,5,12-12-2016
Office Supplies,4,12-12-2016
Office Supplies,3,10/30/2015
Office Supplies,2,03-07-2014
Furniture,2,03-05-2015
Furniture,2,03-05-2015
Office Supplies,2,08-08-2016
Office Supplies,6,01-03-2017
Office Supplies,5,10-09-2017
Office Supplies,3,10/20/2017
Technology,3,09-07-2014
Office Supplies,2,09-07-2014
Furniture,1,09-07-2014
Technology,4,09-07-2014
Office Supplies,3,09-07-2014
Office Supplies,2,9/30/2017
Office Supplies,3,9/30/2017
Office Supplies,1,9/30/2017
Technology,4,11/16/2017
Furniture,4,09-11-2017
Office Supplies,5,09-11-2017
Furniture,4,1/16/2017
Furniture,7,1/16/2017
Office Supplies,4,11/26/2016
Furniture,3,11-07-2015
Technology,4,12/14/2017
Technology,5,12/14/2017
Furniture,6,9/13/2014
Office Supplies,4,12-07-2014
Technology,1,09-07-2017
Office Supplies,2,10-07-2017
Furniture,2,09-05-2015
Office Supplies,3,09-05-2015
Office Supplies,3,3/30/2014
Office Supplies,3,3/30/2014
Office Supplies,9,05-05-2017
Office Supplies,8,05-05-2017
Furniture,3,05-05-2017
Office Supplies,4,4/30/2017
Office Supplies,2,09-08-2014
Furniture,5,09-08-2014
Office Supplies,6,09-08-2014
Office Supplies,1,6/20/2017
Furniture,1,12/26/2015
Office Supplies,8,8/15/2017
Office Supplies,2,03-04-2017
Furniture,1,7/27/2017
Technology,8,7/27/2017
Office Supplies,2,9/23/2016
Office Supplies,3,9/23/2016
Furniture,10,5/30/2016
Technology,6,5/30/2016
Office Supplies,6,5/30/2016
Furniture,2,11/16/2014
Furniture,2,9/21/2014
Furniture,5,2/21/2016
Office Supplies,3,2/21/2016
Technology,2,2/21/2016
Furniture,3,11/19/2017
Office Supplies,5,11/19/2017
Office Supplies,6,11/19/2017
Office Supplies,4,8/21/2016
Office Supplies,2,8/21/2016
Furniture,2,4/30/2017
Office Supplies,4,4/30/2017
Furniture,9,05-02-2016
Furniture,2,10-02-2017
Furniture,1,10-02-2017
Office Supplies,4,10-02-2017
Office Supplies,3,10-02-2017
Furniture,7,10-02-2017
Office Supplies,4,10-02-2017
Furniture,2,10-02-2017
Office Supplies,2,9/18/2017
Office Supplies,5,12-04-2015
Furniture,6,12-04-2015
Office Supplies,2,1/17/2015
Office Supplies,3,01-06-2014
Technology,2,03-05-2015
Office Supplies,2,12/25/2016
Furniture,1,09-04-2016
Office Supplies,5,09-04-2016
Office Supplies,4,09-04-2016
Furniture,4,8/26/2014
Office Supplies,3,8/26/2014
Office Supplies,1,8/26/2014
Office Supplies,4,5/21/2015
Office Supplies,7,10/16/2017
Office Supplies,5,11-09-2015
Office Supplies,6,11-09-2015
Technology,2,11-09-2015
Technology,5,11-09-2015
Office Supplies,1,11/21/2014
Technology,5,11/21/2014
Technology,1,10-11-2015
Office Supplies,4,3/21/2017
Office Supplies,3,3/21/2017
Office Supplies,2,3/21/2017
Office Supplies,3,01-04-2015
Office Supplies,5,01-04-2015
Office Supplies,9,12-09-2017
Office Supplies,4,09-06-2016
Technology,2,09-06-2016
Office Supplies,8,09-03-2016
Furniture,6,5/13/2014
Office Supplies,2,5/13/2014
Office Supplies,5,9/29/2016
Technology,1,08-05-2014
Office Supplies,2,08-05-2014
Office Supplies,2,08-05-2014
Furniture,8,4/14/2017
Office Supplies,5,06-09-2017
Furniture,6,12/29/2016
Office Supplies,2,12/29/2016
Office Supplies,4,1/18/2014
Technology,1,11/20/2016
Technology,3,06-10-2017
Office Supplies,4,06-10-2017
Office Supplies,1,06-10-2017
Office Supplies,3,09-10-2017
Furniture,2,04-08-2017
Furniture,3,04-08-2017
Office Supplies,3,10/24/2015
Furniture,7,10/24/2015
Office Supplies,2,10/24/2015
Technology,6,5/27/2017
Office Supplies,3,5/27/2017
Office Supplies,7,12-05-2014
Office Supplies,4,12-05-2014
Office Supplies,3,8/14/2016
Technology,6,8/14/2016
Office Supplies,5,09-05-2016
Office Supplies,8,09-05-2016
Office Supplies,2,09-05-2016
Technology,3,6/26/2017
Technology,14,6/26/2017
Office Supplies,9,03-12-2017
Technology,3,2/18/2017
Technology,3,2/18/2017
Office Supplies,2,2/18/2017
Office Supplies,3,11-10-2017
Office Supplies,6,11/19/2014
Office Supplies,2,11/19/2014
Office Supplies,7,11/19/2014
Furniture,6,11/19/2014
Office Supplies,7,11/18/2014
Furniture,5,9/24/2016
Office Supplies,12,11/20/2016
Office Supplies,3,9/27/2016
Furniture,5,04-09-2016
Technology,2,9/21/2017
Technology,2,9/21/2017
Office Supplies,4,8/24/2017
Office Supplies,1,8/24/2017
Technology,5,2/22/2016
Technology,1,2/22/2016
Office Supplies,3,2/22/2016
Office Supplies,4,12-08-2017
Office Supplies,1,12-08-2017
Office Supplies,3,12-08-2017
Office Supplies,1,12-08-2017
Office Supplies,7,9/18/2017
Technology,3,9/18/2017
Technology,5,09-11-2016
Office Supplies,6,9/23/2017
Office Supplies,4,9/23/2017
Technology,2,9/23/2017
Office Supplies,2,10-06-2014
Office Supplies,7,10/23/2015
Technology,2,10/23/2015
Technology,3,3/31/2016
Technology,2,3/31/2016
Office Supplies,3,12/29/2016
Office Supplies,5,11-03-2017
Office Supplies,2,1/20/2017
Technology,5,12-03-2016
Furniture,6,12-03-2016
Furniture,5,6/14/2016
Office Supplies,3,09-02-2016
Furniture,2,09-05-2014
Office Supplies,2,10/21/2017
Office Supplies,1,10/21/2017
Office Supplies,4,10/21/2017
Office Supplies,4,4/25/2017
Office Supplies,5,10/19/2015
Technology,3,10/19/2015
Furniture,2,07-05-2014
Office Supplies,5,07-05-2014
Furniture,3,07-05-2014
Office Supplies,2,04-04-2016
Office Supplies,1,11/13/2017
Office Supplies,2,09-09-2017
Technology,1,4/17/2015
Office Supplies,13,4/17/2015
Office Supplies,3,4/17/2015
Office Supplies,1,7/25/2016
Technology,6,8/26/2016
Technology,5,8/26/2016
Office Supplies,3,09-12-2014
Technology,5,09-12-2014
Office Supplies,2,09-12-2014
Furniture,2,09-12-2014
Office Supplies,5,7/22/2016
Office Supplies,6,5/19/2017
Office Supplies,1,4/28/2017
Office Supplies,2,4/28/2017
Office Supplies,5,12/29/2017
Furniture,2,12/29/2017
Office Supplies,6,09-04-2017
Furniture,8,09-04-2017
Office Supplies,1,3/21/2014
Furniture,3,9/28/2017
Office Supplies,10,1/19/2014
Office Supplies,4,1/19/2014
Office Supplies,5,1/19/2014
Furniture,5,1/19/2014
Office Supplies,3,2/14/2014
Furniture,3,06-09-2016
Furniture,3,9/26/2014
Office Supplies,3,9/26/2014
Office Supplies,5,5/30/2016
Furniture,5,12/19/2017
Office Supplies,2,12/19/2017
Furniture,7,12/19/2017
Office Supplies,2,12/26/2017
Office Supplies,3,6/15/2017
Office Supplies,5,6/15/2017
Office Supplies,3,6/15/2017
Office Supplies,3,11/20/2016
Office Supplies,1,3/31/2014
Technology,1,10-08-2017
Technology,2,10-08-2017
Technology,4,10-08-2017
Office Supplies,2,10-08-2017
Furniture,4,1/30/2017
Office Supplies,3,12-12-2014
Office Supplies,4,10/24/2015
Technology,3,04-01-2017
Office Supplies,3,04-01-2017
Office Supplies,3,04-01-2017
Furniture,3,04-01-2017
Office Supplies,2,1/26/2017
Office Supplies,2,11/28/2014
Office Supplies,4,11/28/2014
Furniture,4,11/28/2014
Office Supplies,4,09-04-2015
Technology,2,06-12-2017
Office Supplies,2,7/15/2017
Office Supplies,3,7/15/2017
Technology,2,7/15/2017
Furniture,6,7/15/2017
Office Supplies,2,7/15/2017
Furniture,1,11-02-2017
Office Supplies,3,11-02-2017
Office Supplies,3,11-02-2017
Technology,4,11-02-2017
Office Supplies,2,10-08-2016
Office Supplies,4,04-08-2016
Furniture,5,10-08-2015
Office Supplies,2,5/15/2017
Technology,2,5/15/2017
Office Supplies,4,2/24/2014
Office Supplies,3,2/24/2014
Technology,3,5/30/2015
Office Supplies,2,5/30/2015
Technology,3,5/30/2015
Technology,4,11/18/2016
Furniture,10,12-04-2017
Furniture,2,12-04-2017
Office Supplies,3,12-04-2017
Office Supplies,5,12-04-2017
Technology,4,12-04-2017
Office Supplies,6,06-05-2016
Office Supplies,4,06-05-2016
Office Supplies,12,12-10-2016
Office Supplies,2,4/30/2017
Office Supplies,1,4/24/2017
Office Supplies,2,05-08-2015
Technology,5,3/31/2015
Office Supplies,3,08-06-2017
Technology,4,12-02-2017
Technology,6,06-06-2016
Technology,3,06-06-2016
Technology,3,06-06-2016
Office Supplies,3,06-06-2016
Office Supplies,3,06-06-2016
Office Supplies,3,06-06-2016
Office Supplies,2,06-06-2016
Office Supplies,3,4/13/2015
Furniture,2,5/22/2017
Office Supplies,2,5/22/2017
Office Supplies,3,5/22/2017
Furniture,6,12/19/2016
Office Supplies,6,12/19/2016
Office Supplies,2,12/19/2016
Office Supplies,5,9/22/2017
Furniture,2,09-07-2017
Technology,4,09-07-2017
Office Supplies,3,11/28/2014
Technology,7,11/28/2014
Office Supplies,1,11-12-2014
Office Supplies,6,11-12-2014
Technology,3,11-12-2014
Office Supplies,7,11-12-2014
Furniture,1,11-12-2014
Furniture,2,10-02-2017
Furniture,2,12/14/2015
Office Supplies,2,12/14/2015
Office Supplies,1,12-06-2015
Office Supplies,5,12-06-2015
Office Supplies,3,12-06-2015
Office Supplies,1,3/31/2017
Technology,5,3/31/2017
Office Supplies,4,3/31/2017
Office Supplies,4,3/13/2017
Technology,2,3/13/2017
Office Supplies,5,3/13/2017
Furniture,1,3/13/2017
Technology,2,3/13/2017
Office Supplies,3,3/13/2017
Technology,1,3/13/2017
Office Supplies,3,12-05-2014
Office Supplies,4,12-05-2014
Office Supplies,3,12-05-2014
Technology,1,12-05-2014
Technology,2,12-05-2014
Furniture,6,12-12-2016
Office Supplies,3,12-12-2016
Office Supplies,2,09-09-2017
Furniture,5,09-09-2017
Office Supplies,9,09-09-2017
Furniture,1,10-04-2017
Office Supplies,5,05-09-2016
Furniture,2,12/15/2014
Office Supplies,4,11/30/2017
Technology,3,11/30/2017
Office Supplies,3,11/30/2017
Office Supplies,5,3/19/2015
Office Supplies,2,7/19/2014
Office Supplies,3,12-08-2016
Office Supplies,2,12-08-2016
Furniture,2,10/13/2014
Office Supplies,1,10/13/2014
Office Supplies,7,11/19/2017
Technology,2,9/24/2017
Technology,3,9/24/2017
Office Supplies,2,9/25/2015
Office Supplies,3,2/13/2017
Office Supplies,3,2/13/2017
Office Supplies,2,10-03-2014
Office Supplies,5,10-03-2014
Technology,3,10-03-2014
Office Supplies,1,8/27/2016
Office Supplies,5,8/27/2016
Office Supplies,6,12-03-2015
Furniture,2,9/20/2016
Furniture,1,9/20/2016
Office Supplies,5,3/25/2017
Office Supplies,2,12-06-2015
Technology,2,8/31/2017
Technology,3,10-05-2015
Technology,2,8/18/2017
Technology,9,8/18/2017
Office Supplies,2,02-02-2016
Office Supplies,5,8/23/2016
Office Supplies,5,8/23/2016
Office Supplies,6,8/23/2016
Furniture,2,6/30/2017
Office Supplies,4,9/18/2015
Technology,5,9/25/2016
Office Supplies,1,9/25/2016
Furniture,2,9/25/2016
Furniture,11,9/25/2016
Technology,4,10/24/2016
Technology,2,10/24/2016
Furniture,2,9/29/2014
Furniture,9,9/29/2014
Office Supplies,6,6/26/2017
Furniture,3,6/26/2017
Furniture,9,8/21/2016
Technology,3,02-11-2014
Furniture,6,02-11-2014
Office Supplies,2,02-11-2014
Office Supplies,7,9/23/2016
Office Supplies,5,12-05-2015
Office Supplies,5,09-03-2017
Technology,3,09-03-2017
Furniture,3,3/26/2017
Furniture,6,12/21/2014
Furniture,3,12/21/2014
Office Supplies,9,9/23/2014
Office Supplies,4,04-02-2017
Furniture,4,04-01-2016
Office Supplies,3,5/15/2015
Office Supplies,5,3/23/2017
Furniture,5,4/14/2017
Furniture,14,01-04-2015
Office Supplies,3,11-02-2017
Office Supplies,5,7/17/2017
Office Supplies,5,7/17/2017
Office Supplies,2,7/17/2017
Furniture,5,7/17/2017
Office Supplies,1,10-06-2017
Office Supplies,1,11-04-2014
Office Supplies,4,12/18/2016
Office Supplies,4,12/18/2016
Office Supplies,2,12/18/2016
Technology,3,12/18/2016
Furniture,5,12/18/2016
Office Supplies,4,12/18/2016
Technology,3,12/18/2016
Furniture,2,9/24/2016
Office Supplies,9,9/24/2016
Office Supplies,2,7/21/2016
Office Supplies,7,7/21/2016
Office Supplies,1,7/21/2016
Office Supplies,2,7/21/2016
Office Supplies,2,06-11-2016
Office Supplies,14,06-11-2016
Technology,3,06-11-2016
Furniture,4,06-09-2015
Technology,3,06-09-2015
Office Supplies,2,10/27/2017
Office Supplies,2,10/27/2017
Office Supplies,2,1/22/2016
Technology,6,5/28/2014
Technology,4,5/28/2014
Furniture,3,12/29/2014
Office Supplies,7,7/28/2016
Office Supplies,2,7/28/2016
Office Supplies,1,9/24/2016
Office Supplies,1,9/24/2016
Office Supplies,3,04-02-2014
Technology,7,04-02-2014
Office Supplies,5,04-02-2014
Office Supplies,3,11-05-2015
Office Supplies,5,7/28/2014
Furniture,6,7/28/2014
Office Supplies,7,7/28/2014
Furniture,3,12/26/2015
Office Supplies,9,12-10-2015
Office Supplies,5,12-10-2015
Technology,1,12-10-2015
Office Supplies,5,12-10-2015
Furniture,3,12-10-2015
Furniture,2,05-05-2016
Office Supplies,9,10/14/2017
Office Supplies,1,10/14/2017
Office Supplies,1,11-05-2016
Office Supplies,6,11-03-2017
Office Supplies,3,11/24/2016
Technology,5,11/24/2016
Office Supplies,1,12/14/2014
Furniture,1,12/14/2014
Technology,1,12/14/2014
Office Supplies,3,11-03-2014
Office Supplies,3,9/22/2017
Furniture,3,05-08-2015
Office Supplies,3,05-08-2015
Furniture,2,05-08-2015
Technology,7,05-08-2015
Office Supplies,3,05-08-2015
Technology,1,7/31/2017
Technology,3,03-01-2014
Office Supplies,5,9/25/2017
Technology,5,10-09-2015
Technology,3,10-09-2015
Office Supplies,7,10-09-2015
Office Supplies,3,10-09-2015
Office Supplies,5,3/29/2017
Office Supplies,5,11/14/2015
Technology,3,11/14/2015
Technology,4,11/14/2015
Office Supplies,2,9/26/2016
Office Supplies,3,9/22/2014
Technology,9,9/25/2015
Technology,7,05-04-2015
Technology,3,12-08-2017
Office Supplies,3,12-08-2017
Office Supplies,2,12-08-2017
Furniture,4,12-08-2017
Office Supplies,4,12-08-2017
Furniture,9,6/29/2017
Office Supplies,3,6/29/2017
Furniture,2,6/29/2017
Office Supplies,3,6/29/2014
Office Supplies,2,1/20/2014
Furniture,2,1/20/2014
Office Supplies,3,12/31/2016
Office Supplies,2,3/28/2017
Furniture,1,3/28/2017
Technology,2,3/28/2017
Office Supplies,4,3/28/2017
Office Supplies,3,3/28/2017
Office Supplies,7,3/28/2017
Furniture,7,3/28/2017
Technology,2,12-08-2016
Technology,3,12-08-2016
Technology,3,12-08-2016
Technology,5,11/18/2017
Furniture,3,5/30/2014
Office Supplies,3,1/22/2016
Office Supplies,5,1/22/2016
Furniture,4,02-03-2016
Office Supplies,2,3/29/2015
Office Supplies,4,10/14/2014
Technology,5,10/14/2014
Furniture,3,08-11-2015
Technology,3,11/22/2015
Office Supplies,4,12/30/2016
Office Supplies,1,12/30/2016
Office Supplies,3,08-12-2017
Furniture,4,08-12-2017
Furniture,10,11-03-2015
Office Supplies,6,09-10-2015
Technology,3,11-08-2014
Office Supplies,6,10-08-2016
Technology,6,09-08-2017
Office Supplies,1,2/25/2015
Office Supplies,4,2/25/2015
Furniture,3,9/24/2015
Office Supplies,4,9/24/2015
Technology,1,11/26/2015
Office Supplies,2,8/31/2016
Furniture,7,04-12-2016
