Sub-Category,Profit,Order_Date
Paper,5.8604,3/19/2015
Furnishings,4.9104,07-08-2017
Binders,30.2316,07-08-2017
Art,6.2016,07-08-2017
Art,4.3296,07-08-2017
Phones,1.0598,2/27/2015
Tables,-28.224,2/27/2015
Binders,-8.904,6/16/2017
Envelopes,149.8956,3/30/2017
Chairs,-5.4801,07-12-2015
Phones,16.704,07-12-2015
Phones,53.7544,07-12-2015
Binders,-2.9884,07-12-2015
Art,0.6912,07-12-2015
Furnishings,-2.134,07-12-2015
Phones,49.4376,07-12-2015
Labels,2.8224,4/30/2017
Tables,4.3902,7/13/2014
Chairs,23.028,12/27/2014
Paper,5.778,12/27/2014
Binders,28.41,2/27/2016
Fasteners,14.202,3/23/2015
Storage,0.5584,3/23/2015
Binders,-6.5619,10/21/2017
Envelopes,17.9684,12/31/2014
Chairs,-9.1335,05-05-2014
Envelopes,122.148,12-04-2015
Phones,8.2764,12-04-2015
Furnishings,13.832,12-04-2015
Chairs,-57.6312,9/26/2017
Storage,-1.2588,12-09-2014
Appliances,4.5216,12-03-2017
Binders,-21.1068,12-03-2017
Paper,8.8624,12-03-2017
Binders,-17.2854,11-08-2015
Furnishings,26.649,4/19/2014
Art,8.0712,5/25/2015
Binders,60.1412,5/25/2015
Copiers,89.997,7/17/2017
Phones,184.2204,12-12-2016
Furnishings,8.7048,12-12-2016
Art,3.614,12-12-2016
Storage,6.715,12-12-2016
Binders,3.3544,04-11-2014
Binders,56.55,06-09-2015
Paper,32.2322,7/27/2014
Accessories,105.468,7/31/2015
Furnishings,3.8448,9/19/2016
Labels,7.9704,06-10-2016
Art,3.7996,8/26/2016
Envelopes,38.29,11-02-2017
Art,4.224,11-02-2017
Binders,206.6232,11-02-2017
Fasteners,0.1674,11-02-2017
Furnishings,10.5084,11-02-2017
Storage,22.6275,11-02-2017
Supplies,4.9728,12/26/2016
Phones,30.2384,12/26/2016
Chairs,-5.4882,12/26/2016
Appliances,2.054,12/26/2016
Tables,33.8517,12/26/2016
Art,15.1116,12/26/2016
Art,13.2288,12-05-2016
Supplies,5.8887,8/28/2017
Appliances,26.564,8/28/2017
Chairs,43.7842,7/16/2015
Envelopes,63.135,7/16/2015
Fasteners,5.4144,7/16/2015
Paper,5.9384,5/26/2015
Paper,53.8048,5/26/2015
Envelopes,4.4312,5/26/2015
Accessories,50.3832,5/26/2015
Phones,13.3371,5/28/2015
Storage,160.623,5/28/2015
Binders,2.0574,5/28/2015
Paper,21.7728,5/28/2015
Furnishings,20.7328,11-09-2017
Binders,15.68,1/24/2016
Art,3.5712,12/31/2016
Paper,8.218,12/31/2016
Appliances,-166.3935,09-05-2016
Fasteners,4.266,09-05-2016
Accessories,6.7188,09-04-2015
Phones,147.475,9/21/2015
Chairs,141.1644,9/21/2015
Copiers,1007.9832,12/24/2017
Binders,33.93,12/24/2017
Storage,21.714,10-05-2015
Supplies,-1.9872,09-09-2017
Paper,62.1376,09-09-2017
Storage,-3.231,09-09-2017
Furnishings,4.2408,09-09-2017
Storage,20.163,11/13/2016
Storage,6.9664,11/13/2016
Art,39.41,11/13/2016
Storage,9.8901,11/13/2016
Furnishings,6.1704,10/15/2015
Labels,24.84,08-03-2017
Furnishings,11.1564,08-03-2017
Bookcases,34.494,8/21/2015
Storage,3.2392,8/21/2015
Storage,9.7176,03-12-2017
Art,33.4584,4/27/2017
Art,5.6994,4/27/2017
Art,12.298,4/27/2017
Copiers,751.9624,09-11-2016
Envelopes,5.4341,09-11-2016
Binders,-2.5344,10/22/2017
Chairs,-28.9568,10/22/2017
Binders,2.1492,08-02-2015
Machines,41.88,08-02-2015
Chairs,-8.098,08-12-2016
Paper,6.129,5/30/2014
Chairs,62.7822,4/26/2016
Paper,206.8893,5/14/2017
Supplies,1.932,5/14/2017
Paper,114.9385,04-08-2017
Paper,97.88,04-08-2017
Paper,5.7624,2/17/2017
Storage,39.948,2/17/2017
Fasteners,1.3536,6/24/2017
Storage,3.9592,05-05-2014
Art,14.2272,05-03-2015
Appliances,6.5164,05-03-2015
Paper,2.8884,05-03-2015
Appliances,2.0475,05-03-2015
Accessories,-0.3444,05-03-2015
Chairs,-36.1764,05-03-2015
Storage,-9.594,05-03-2015
Labels,1.05,9/18/2016
Binders,-6.0048,9/22/2016
Labels,5.796,9/22/2016
Furnishings,34.3656,01-10-2016
Accessories,13.2962,01-10-2016
Binders,-18.802,05-06-2017
Bookcases,-119.1918,05-06-2017
Storage,-57.951,05-06-2017
Appliances,72.358,7/31/2016
Phones,165.3496,7/31/2016
Phones,33.3172,7/31/2016
Furnishings,30.0234,7/31/2016
Furnishings,1.5008,3/27/2017
Binders,11.1672,3/14/2014
Storage,3.2392,3/14/2014
Accessories,6.624,3/14/2014
Storage,5.7672,3/14/2014
Binders,20.1656,3/14/2014
Fasteners,13.3245,7/14/2016
Phones,86.3928,12-01-2016
Tables,-56.448,8/29/2016
Bookcases,-81.94,8/29/2016
Binders,-2.7888,8/29/2016
Fasteners,-2.3814,8/29/2016
Phones,123.4548,6/24/2016
Binders,-4.7625,3/30/2017
Furnishings,10.3936,12/20/2014
Accessories,21.5928,12/20/2014
Chairs,-42.4116,12/20/2014
Paper,77.672,12/20/2014
Paper,2.64,12/20/2014
Binders,14.4648,12/17/2015
Chairs,48.4704,12/17/2015
Chairs,38.4372,12/17/2015
Chairs,136.665,12/17/2015
Furnishings,14.8491,12/17/2015
Art,0.5904,05-11-2017
Storage,-14.8832,05-11-2017
Paper,2.14,05-11-2017
Furnishings,-6.9965,05-11-2017
Appliances,-19.602,6/24/2016
Supplies,18.8993,5/17/2016
Labels,6.8714,5/17/2016
Furnishings,17.324,5/17/2016
Binders,302.373,6/29/2017
Storage,39.213,6/29/2017
Art,3.0368,6/29/2017
Accessories,22.4316,6/29/2017
Binders,-0.5964,3/31/2014
Paper,12.7008,12/16/2014
Furnishings,-74.9526,12/16/2014
Phones,38.7792,5/18/2017
Phones,20.1584,05-12-2015
Tables,88.7332,12-03-2017
Art,2.2194,12-12-2015
Paper,21.7728,10-10-2015
Storage,9.4717,4/18/2015
Paper,27.882,4/18/2015
Tables,-209.7693,06-07-2014
Art,2.9562,09-01-2017
Labels,7.2177,5/22/2016
Binders,-6.9216,11-11-2016
Appliances,50.3658,11-11-2016
Storage,55.896,11/25/2014
Bookcases,-37.9434,11/25/2014
Binders,46.179,11-07-2014
Accessories,3.3099,7/18/2016
Paper,99.9408,3/29/2015
Paper,4.5402,3/29/2015
Accessories,20.7675,3/29/2015
Furnishings,9.5616,3/29/2015
Chairs,146.388,04-07-2016
Binders,3.8822,6/13/2015
Binders,13.428,6/13/2015
Accessories,14.9556,6/13/2015
Labels,28.0876,2/18/2015
Tables,-0.8886,2/18/2015
Labels,4.5816,11-12-2017
Art,2.3025,11-12-2017
Supplies,8.0997,11-12-2017
Fasteners,2.528,03-05-2017
Storage,57.5016,03-05-2017
Binders,62.7004,03-05-2017
Binders,9.1581,03-05-2017
Supplies,7.605,03-03-2016
Furnishings,11.9952,03-03-2016
Paper,16.032,12/24/2016
Machines,62.82,10-07-2016
Phones,-9.153,12-09-2016
Chairs,-23.5764,11/20/2017
Accessories,6.4308,12-12-2015
Binders,-2.588,02-03-2017
Paper,40.3536,02-03-2017
Binders,-1.5264,9/21/2017
Binders,-69.3952,4/30/2017
Phones,219.5088,11-03-2014
Binders,18.336,11-03-2014
Binders,2.8478,11-03-2014
Labels,1.9926,12/30/2016
Supplies,1.0284,12/30/2016
Envelopes,85.9818,9/17/2014
Art,9.9936,11/24/2017
Art,7.5371,4/24/2015
Accessories,29.799,03-09-2015
Phones,22.4925,03-09-2015
Paper,9.1872,06-02-2017
Binders,4.1832,9/19/2016
Supplies,1.872,9/19/2016
Phones,83.5128,10/31/2014
Furnishings,-4.04,11/23/2017
Labels,4.176,11/23/2017
Phones,16.6788,11/23/2017
Art,6.0736,11/16/2017
Labels,4.0749,2/19/2016
Supplies,6.6846,2/19/2016
Appliances,33.3102,11-07-2017
Chairs,10.647,07-08-2014
Chairs,0.0,11-07-2014
Binders,-2.214,11-07-2014
Supplies,3.5623,11-07-2014
Paper,137.151,1/28/2017
Art,1.148,12-11-2015
Bookcases,-143.7904,12-11-2015
Art,0.4752,12-11-2015
Accessories,-6.534,12-11-2015
Furnishings,15.0696,12-11-2015
Furnishings,10.984,12-11-2015
Tables,-248.166,12-11-2015
Paper,28.7064,12-11-2015
Paper,9.6936,12-11-2015
Paper,11.232,6/29/2015
Furnishings,18.1146,3/16/2015
Binders,2.7072,8/13/2015
Binders,-44.1462,5/14/2016
Paper,10.8864,5/14/2016
Furnishings,8.3028,5/14/2016
Phones,4.36,5/14/2016
Art,0.4172,5/14/2016
Binders,-7.612,5/14/2016
Binders,-9.8208,5/14/2016
Phones,-7.2589,7/13/2017
Furnishings,19.3392,7/13/2017
Paper,18.2112,11/22/2015
Paper,19.26,11/22/2015
Storage,10.089,11/22/2015
Envelopes,21.1977,11/23/2014
Paper,91.9508,12/27/2015
Phones,71.97,12/27/2015
Chairs,-21.7176,11/14/2016
Copiers,179.9964,11/14/2016
Furnishings,9.7152,11/14/2016
Paper,8.073,05-08-2016
Paper,6.1641,12/26/2014
Appliances,5.6316,12/26/2014
Appliances,8.1552,12/26/2014
Storage,-42.588,12/26/2014
Binders,5.0764,06-08-2017
Appliances,-1181.2824,04-07-2015
Accessories,47.994,04-07-2015
Binders,-35.8848,07-10-2016
Machines,-24.276,11/21/2016
Chairs,-9.111,11/21/2016
Furnishings,15.5904,11/21/2016
Binders,4.9056,11-12-2017
Storage,19.4656,11-01-2014
Art,1.6356,11-01-2014
Binders,4.4772,5/15/2016
Appliances,68.8464,11-07-2014
Storage,9.8901,11-07-2014
Storage,5.8708,11-07-2014
Binders,5.8233,11-07-2014
Binders,13.473,10-05-2017
Paper,27.882,10-05-2017
Binders,7.2268,10-05-2017
Binders,-2.6586,06-01-2017
Paper,10.0572,06-01-2017
Phones,-34.3148,06-01-2017
Furnishings,11.5836,11/20/2017
Binders,-4.0722,12/23/2016
Storage,-54.882,9/29/2017
Fasteners,0.2992,11-07-2016
Binders,2.245,04-04-2014
Binders,3.6792,7/23/2015
Phones,19.797,6/25/2014
Art,17.908,6/25/2014
Art,0.8162,6/25/2014
Art,2.646,09-08-2014
Chairs,121.99,09-08-2014
Art,91.152,09-08-2014
Storage,19.4352,09-08-2014
Furnishings,4.5144,12-12-2014
Storage,0.6258,12-12-2014
Furnishings,4.4352,12-12-2014
Binders,24.5028,1/13/2015
Furnishings,38.024,1/13/2015
Furnishings,92.97,1/13/2015
Art,1.0192,12/15/2017
Binders,843.1706,12/18/2016
Phones,265.4232,04-11-2014
Binders,7.3834,11-10-2016
Binders,16.8237,11-10-2016
Phones,67.1916,6/26/2017
Chairs,150.294,11/13/2017
Binders,190.0206,11/13/2017
Storage,10.3473,11/13/2017
Labels,4.2336,11/13/2017
Phones,-14.998,11/24/2017
Paper,83.2097,11/24/2017
Fasteners,0.6156,5/23/2017
Appliances,-46.716,5/23/2017
Storage,-11.5938,5/23/2017
Binders,-1.9602,5/23/2017
Accessories,29.95,12-02-2014
Storage,4.6176,10-03-2014
Art,0.4644,10-03-2014
Binders,-1.476,7/29/2016
Envelopes,2.6068,11-02-2017
Chairs,292.776,11-02-2017
Accessories,517.4793,11-02-2017
Storage,16.7776,11-02-2017
Binders,64.2,03-08-2017
Art,0.8736,03-08-2017
Paper,52.532,12/16/2014
Chairs,52.9743,11/28/2016
Accessories,6.102,11/28/2016
Storage,56.301,11/28/2016
Storage,315.825,11/28/2016
Art,2.5578,12/23/2016
Paper,18.2112,12/23/2016
Art,1.176,12/23/2016
Storage,2.2728,12/23/2016
Paper,22.992,12/23/2016
Envelopes,30.3604,12/23/2016
Storage,55.896,12/23/2016
Chairs,-7.8588,10/15/2014
Paper,2.8884,10/15/2014
Binders,-18.4464,8/22/2016
Storage,125.1432,12/17/2017
Supplies,3.6348,12/17/2017
Binders,9.072,03-07-2017
Labels,42.1314,03-07-2017
Chairs,-19.2588,12-01-2014
Binders,11.0016,10/14/2014
Storage,16.194,10/14/2014
Binders,-8.6592,11/18/2014
Phones,-2.0774,11/18/2014
Envelopes,6.6468,1/14/2017
Paper,12.7008,1/14/2017
Phones,6.999,1/14/2017
Binders,-4.577,1/14/2017
Binders,-1.8392,1/14/2017
Art,10.4284,9/24/2015
Binders,5.4201,9/24/2015
Art,5.8751,10-09-2017
Chairs,-32.6646,10-09-2017
Bookcases,38.2668,01-02-2016
Phones,67.2742,01-02-2016
Binders,-3.9032,8/19/2017
Paper,46.1184,12/25/2017
Fasteners,1.1946,12/25/2017
Paper,301.968,12/25/2017
Phones,23.5248,12/25/2017
Art,3.72,09-10-2017
Tables,-67.5435,10/19/2017
Paper,9.3312,12-01-2017
Chairs,251.202,12-01-2017
Art,16.17,09-02-2014
Paper,7.0218,09-02-2014
Art,6.93,3/25/2017
Envelopes,4.2309,9/28/2015
Binders,-0.792,9/28/2015
Fasteners,0.846,9/28/2015
Phones,1.6776,3/15/2015
Binders,15.5204,01-06-2017
Storage,238.653,1/13/2014
Bookcases,3.9294,1/13/2014
Art,6.567,1/13/2014
Chairs,266.4522,02-06-2015
Bookcases,82.3368,02-06-2015
Art,1.7608,02-06-2015
Storage,18.767,12/21/2017
Paper,46.1184,09-05-2016
Binders,3.942,09-05-2016
Fasteners,1.7876,09-05-2016
Labels,13.7428,10-04-2014
Binders,41.1208,11/27/2017
Furnishings,6.0288,11/27/2017
Art,5.2164,10/28/2016
Paper,6.2208,06-09-2015
Appliances,20.844,12-08-2017
Phones,2.577,3/16/2015
Art,4.6956,06-09-2014
Paper,36.4044,06-09-2014
Furnishings,14.212,06-09-2014
Binders,-4.396,3/20/2015
Fasteners,6.1308,3/20/2015
Phones,6.1192,11/18/2016
Appliances,18.3168,11/18/2016
Chairs,5.4801,03-07-2014
Art,4.6644,03-07-2014
Storage,4.8588,03-07-2014
Binders,-5.176,5/15/2016
Phones,58.38,5/25/2015
Phones,3.8655,08-02-2015
Paper,4.116,08-02-2015
Accessories,83.9916,08-02-2015
Chairs,15.5372,08-02-2015
Chairs,-28.5978,11-06-2016
Paper,12.6392,11-06-2016
Furnishings,5.7798,11-06-2016
Paper,31.0688,11-06-2016
Paper,6.321,11-07-2016
Accessories,152.388,9/18/2015
Binders,7.209,12-07-2015
Binders,2.3408,12-07-2015
Phones,224.4426,12-07-2015
Supplies,1.5426,12-09-2016
Appliances,-11.7612,12-09-2016
Accessories,-1.428,12-09-2016
Labels,2.4012,11/16/2014
Storage,22.9068,11-06-2016
Fasteners,1.1765,09-06-2015
Labels,7.056,09-03-2014
Paper,5.4432,4/24/2016
Chairs,149.148,4/24/2016
Binders,-2.1756,4/24/2016
Binders,2.1684,8/31/2017
Phones,77.5584,8/31/2017
Binders,-2929.4845,12-07-2017
Envelopes,18.8784,12/18/2015
Labels,5.9904,12/18/2015
Furnishings,3.556,12/18/2015
Binders,18.8732,11-04-2014
Appliances,3.6588,03-10-2017
Binders,-10.0372,03-10-2017
Phones,8.2194,1/31/2016
Paper,27.783,1/31/2016
Accessories,28.7964,05-07-2017
Supplies,20.155,5/24/2016
Paper,91.968,5/24/2016
Paper,5.0688,10-07-2016
Accessories,16.2486,4/30/2014
Storage,207.147,11-10-2015
Machines,1114.512,11-09-2015
Storage,3.0498,11-09-2015
Binders,-6.9828,09-07-2015
Phones,-131.994,09-07-2015
Binders,-3.9384,09-07-2015
Bookcases,-356.9643,05-11-2017
Binders,-22.62,7/21/2017
Storage,25.011,7/21/2017
Phones,-52.641,7/21/2017
Furnishings,9.6712,11/24/2014
Phones,-250.396,11/24/2014
Furnishings,3.2352,11/15/2014
Accessories,146.7693,11/15/2014
Supplies,5.3196,11/15/2014
Supplies,17.379,3/23/2017
Accessories,21.792,12/18/2016
Accessories,146.7693,12/18/2016
Furnishings,11.1776,12/18/2016
Binders,16.4052,7/29/2017
Phones,133.9713,7/29/2017
Appliances,60.5528,7/29/2017
Chairs,72.6408,7/29/2017
Accessories,53.9946,09-02-2014
Art,2.1684,1/29/2017
Supplies,2.2282,1/29/2017
Binders,40.3704,1/29/2017
Chairs,25.5528,12/26/2016
Appliances,7.4172,12/26/2016
Bookcases,48.118,08-09-2015
Tables,111.1035,04-06-2014
Accessories,2.034,04-06-2014
Accessories,83.986,11/17/2017
Tables,-37.1124,07-11-2015
Phones,193.32,07-11-2015
Binders,103.8982,07-11-2015
Paper,32.5008,11-10-2016
Appliances,38.976,11-10-2016
Furnishings,191.6586,11-10-2016
Paper,28.858,11-10-2016
Storage,187.3976,11-10-2016
Binders,1.8144,11-10-2016
Art,3.969,11-10-2016
Binders,-13.8278,3/31/2014
Accessories,13.9972,3/31/2014
Paper,8.7138,9/18/2015
Envelopes,7.93,11-07-2015
Paper,91.9508,5/19/2017
Accessories,84.66,01-03-2015
Art,0.7938,01-03-2015
Bookcases,-437.5404,01-03-2015
Paper,11.88,09-08-2015
Storage,0.8376,09-08-2015
Binders,-83.205,04-03-2016
Phones,195.9944,12-05-2016
Storage,70.1784,12-05-2016
Binders,21.99,05-08-2015
Phones,105.8316,05-08-2015
Furnishings,11.1564,05-08-2015
Phones,113.6742,9/22/2017
Accessories,81.5949,11/30/2017
Tables,-653.2834,11/30/2017
Art,6.206,1/15/2017
Copiers,274.995,08-08-2014
Appliances,37.23,08-08-2014
Envelopes,17.253,08-08-2014
Furnishings,22.6296,08-08-2014
Phones,83.9944,08-08-2014
Storage,15.7,11-05-2015
Binders,4.5188,4/25/2017
Tables,-95.67,4/20/2014
Storage,5.605,4/20/2014
Tables,-131.951,4/20/2014
Binders,8.5728,11-11-2017
Bookcases,-29.6058,11/25/2017
Storage,2.8296,11/25/2017
Paper,7.2576,12/18/2015
Accessories,8.3524,09-08-2016
Paper,23.4552,09-08-2016
Paper,48.5392,06-06-2016
Binders,-9.5568,6/19/2015
Phones,-93.2316,03-05-2015
Accessories,-1.289,03-05-2015
Binders,-1.7892,03-05-2015
Paper,2.8884,08-04-2017
Envelopes,3.1842,08-04-2017
Fasteners,-0.6048,12/30/2017
Storage,13.8915,5/23/2015
Appliances,-31.536,12-06-2014
Tables,-120.372,12-06-2014
Phones,-7.008,12-06-2014
Furnishings,-4.8492,12-06-2014
Binders,-8.05,12-06-2014
Storage,-8.3524,12-06-2014
Binders,6.4638,08-07-2015
Art,0.3336,3/17/2014
Paper,1.8792,3/17/2014
Paper,5.4432,3/17/2014
Paper,12.51,3/26/2015
Accessories,5.0328,3/26/2015
Chairs,13.9728,12/14/2014
Accessories,23.226,9/19/2015
Art,5.256,4/25/2017
Art,6.792,4/25/2017
Envelopes,19.692,10/18/2014
Storage,-35.046,10/18/2014
Paper,3.14,10/18/2014
Furnishings,-7.4358,11/13/2015
Paper,5.4432,1/31/2016
Binders,3.3675,11/17/2016
Labels,1.0738,7/25/2017
Storage,0.0,11-11-2017
Fasteners,16.1868,9/26/2015
Machines,296.0671,9/26/2015
Binders,28.6578,9/26/2015
Storage,9.302,04-04-2014
Accessories,42.9914,04-04-2014
Paper,9.3312,04-04-2014
Paper,6.3504,04-04-2014
Tables,-108.3348,9/14/2014
Envelopes,31.4916,9/14/2014
Machines,1371.9804,9/14/2014
Appliances,198.429,9/14/2014
Phones,4.4174,9/14/2014
Phones,80.6316,9/14/2014
Paper,21.0654,9/14/2014
Furnishings,37.4144,12/29/2017
Phones,37.7916,6/21/2015
Appliances,14.6825,11/26/2017
Binders,32.6704,11/26/2017
Fasteners,8.184,10/23/2016
Binders,2.7324,12/14/2015
Furnishings,13.0548,11/13/2016
Envelopes,10.9698,9/29/2017
Paper,24.2285,9/29/2017
Accessories,43.164,11-08-2015
Chairs,292.776,04-01-2016
Supplies,18.5136,04-01-2016
Binders,1.1225,04-01-2016
Furnishings,29.3284,02-02-2017
Storage,38.9312,02-02-2017
Appliances,16.38,02-02-2017
Furnishings,1.9224,12/24/2017
Chairs,105.297,12/24/2017
Phones,352.3065,6/21/2014
Storage,16.945,03-06-2017
Storage,10.374,9/25/2017
Binders,0.84,6/30/2014
Art,2.904,6/30/2014
Binders,13.064,08-07-2015
Furnishings,34.0704,08-07-2015
Phones,125.198,6/30/2017
Chairs,-178.8468,6/30/2017
Furnishings,-10.3124,6/30/2017
Phones,9.2386,10/26/2015
Phones,-14.603,10/26/2015
Bookcases,259.8896,7/30/2014
Chairs,33.2156,11/18/2016
Chairs,-17.0352,07-06-2015
Art,1.521,11-10-2014
Paper,5.778,11-10-2014
Paper,7.128,11-10-2014
Chairs,112.788,11-10-2014
Storage,11.9586,11-10-2014
Storage,160.623,11-10-2014
Chairs,700.98,5/27/2016
Paper,69.1776,5/27/2016
Paper,150.984,5/27/2016
Art,0.8946,03-08-2015
Binders,-3.5224,10/19/2017
Bookcases,-91.7586,10/19/2017
Binders,19.968,11-05-2016
Binders,1.6848,12/26/2016
Furnishings,15.8256,4/13/2015
Phones,19.3932,4/13/2015
Appliances,29.5776,4/13/2015
Paper,21.7728,09-12-2017
Binders,22.89,09-12-2017
Storage,10.0725,9/24/2017
Binders,17.8066,9/24/2017
Storage,-337.806,10-10-2015
Phones,-162.2296,11/27/2015
Accessories,15.9968,9/13/2015
Chairs,394.212,9/13/2015
Accessories,-27.2922,11/14/2017
Art,4.504,11/14/2017
Envelopes,11.58,05-05-2017
Furnishings,43.736,11/28/2014
Paper,40.4012,11/28/2014
Art,4.3296,11/28/2014
Binders,22.3734,11/28/2014
Envelopes,77.4837,05-10-2014
Phones,4.36,05-10-2014
Supplies,-786.0144,03-03-2016
Fasteners,0.7776,03-03-2016
Phones,32.3982,03-03-2016
Accessories,5.7365,03-03-2016
Furnishings,28.1421,8/15/2015
Storage,18.9702,8/15/2015
Art,3.0558,09-12-2015
Storage,4.2392,09-12-2015
Fasteners,0.5828,09-12-2015
Labels,9.936,09-12-2015
Paper,14.161,09-12-2015
Envelopes,12.7746,09-12-2015
Storage,120.9468,01-12-2015
Storage,9.8901,05-12-2015
Storage,13.8915,9/26/2016
Labels,3.6018,9/26/2016
Art,13.452,9/26/2016
Paper,13.455,9/26/2016
Envelopes,8.2156,09-09-2017
Paper,36.4044,4/15/2017
Art,4.2,06-10-2017
Chairs,134.5302,09-01-2017
Bookcases,57.4938,6/14/2014
Appliances,197.9208,5/18/2017
Phones,2.299,5/18/2017
Binders,20.7312,5/18/2017
Paper,79.8912,09-12-2017
Binders,12.796,6/21/2016
Binders,60.4968,6/21/2016
Bookcases,-44.196,6/21/2016
Paper,40.1702,11/26/2014
Binders,5.1184,3/19/2017
Tables,8.7145,3/19/2017
Furnishings,12.6813,3/19/2017
Binders,9.2799,3/19/2017
Chairs,145.2816,10/18/2014
Tables,2.6251,8/22/2017
Appliances,15.9384,11/19/2016
Furnishings,50.9082,9/20/2014
Bookcases,36.294,9/20/2014
Accessories,26.3912,9/20/2014
Storage,6.6588,09-11-2016
Binders,12.9584,09-11-2016
Supplies,3.6936,9/23/2016
Binders,-5.6406,08-04-2017
Binders,4.8024,7/25/2016
Tables,15.3522,08-02-2016
Phones,33.3576,08-02-2016
Binders,4.704,08-02-2016
Appliances,-52.9584,5/21/2015
Accessories,10.875,11-03-2017
Fasteners,4.0872,4/16/2015
Accessories,19.996,12-12-2016
Paper,23.0864,12-12-2016
Appliances,53.0439,10/30/2015
Binders,33.64,03-07-2014
Chairs,-7.098,03-05-2015
Furnishings,-5.4548,03-05-2015
Paper,4.752,08-08-2016
Paper,18.6624,01-03-2017
Paper,16.544,10-09-2017
Paper,15.9348,10/20/2017
Phones,14.7582,09-07-2014
Binders,-4.818,09-07-2014
Tables,-22.948,09-07-2014
Accessories,-2.918,09-07-2014
Art,3.5529,09-07-2014
Paper,5.7624,9/30/2017
Paper,82.2906,9/30/2017
Appliances,1.0114,9/30/2017
Machines,24.1224,11/16/2017
Furnishings,11.6496,09-11-2017
Appliances,113.848,09-11-2017
Furnishings,8.0968,1/16/2017
Tables,-14.9877,1/16/2017
Binders,-2.6208,11/26/2016
Chairs,178.8,11-07-2015
Accessories,70.312,12/14/2017
Accessories,8.5025,12/14/2017
Chairs,-9.7176,9/13/2014
Paper,48.5392,12-07-2014
Accessories,1.8872,09-07-2017
Storage,22.2352,10-07-2017
Furnishings,2.9568,09-05-2015
Paper,17.3148,09-05-2015
Storage,0.0,3/30/2014
Labels,22.2,3/30/2014
Envelopes,7.434,05-05-2017
Binders,-7.3232,05-05-2017
Bookcases,-152.9847,05-05-2017
Paper,80.3404,4/30/2017
Paper,6.2664,09-08-2014
Chairs,-13.81,09-08-2014
Paper,61.4628,09-08-2014
Storage,0.3348,6/20/2017
Tables,-15.4764,12/26/2015
Labels,23.184,8/15/2017
Paper,32.4684,03-04-2017
Furnishings,4.0203,7/27/2017
Phones,135.98,7/27/2017
Envelopes,1.9176,9/23/2016
Labels,8.694,9/23/2016
Tables,386.835,5/30/2016
Accessories,653.301,5/30/2016
Labels,29.808,5/30/2016
Chairs,-1.0656,11/16/2014
Furnishings,-7.476,9/21/2014
Furnishings,28.959,2/21/2016
Storage,80.0199,2/21/2016
Phones,1.999,2/21/2016
Chairs,-46.3998,11/19/2017
Art,3.912,11/19/2017
Binders,-2287.782,11/19/2017
Labels,3.3408,8/21/2016
Supplies,3.506,8/21/2016
Furnishings,21.4368,4/30/2017
Envelopes,14.9744,4/30/2017
Chairs,11.691,05-02-2016
Furnishings,1.3284,10-02-2017
Furnishings,1.5691,10-02-2017
Paper,7.2576,10-02-2017
Binders,-21.888,10-02-2017
Tables,-1002.7836,10-02-2017
Binders,-26.2476,10-02-2017
Furnishings,5.928,10-02-2017
Paper,7.98,9/18/2017
Art,6.253,12-04-2015
Furnishings,9.0288,12-04-2015
Art,2.004,1/17/2015
Paper,9.3312,01-06-2014
Phones,2.394,03-05-2015
Binders,11.7488,12/25/2016
Furnishings,24.9366,09-04-2016
Binders,20.4525,09-04-2016
Supplies,6.5888,09-04-2016
Furnishings,4.0584,8/26/2014
Paper,8.4966,8/26/2014
Paper,1.5548,8/26/2014
Binders,8.7672,5/21/2015
Paper,111.5688,10/16/2017
Storage,4.891,11-09-2015
Envelopes,5.7528,11-09-2015
Accessories,6.0114,11-09-2015
Accessories,53.997,11-09-2015
Envelopes,0.5508,11/21/2014
Phones,16.7475,11/21/2014
Accessories,2.2365,10-11-2015
Storage,210.4936,3/21/2017
Binders,3.9498,3/21/2017
Binders,2.8836,3/21/2017
Binders,15.5232,01-04-2015
Paper,19.95,01-04-2015
Paper,48.5514,12-09-2017
Paper,15.196,09-06-2016
Phones,37.0782,09-06-2016
Binders,41.0216,09-03-2016
Chairs,20.9592,5/13/2014
Paper,3.84,5/13/2014
Binders,9.534,9/29/2016
Accessories,1.636,08-05-2014
Storage,0.6312,08-05-2014
Art,12.8744,08-05-2014
Bookcases,-32.2192,4/14/2017
Storage,54.057,06-09-2017
Furnishings,23.9904,12/29/2016
Appliances,22.9488,12/29/2016
Appliances,6.4864,1/18/2014
Phones,13.2293,11/20/2016
Phones,7.7679,06-10-2017
Labels,5.4332,06-10-2017
Storage,3.895,06-10-2017
Paper,28.7064,09-10-2017
Furnishings,71.2296,04-08-2017
Furnishings,79.794,04-08-2017
Paper,5.4432,10/24/2015
Tables,-69.4722,10/24/2015
Paper,3.6288,10/24/2015
Accessories,9.816,5/27/2017
Art,7.86,5/27/2017
Envelopes,117.6147,12-05-2014
Storage,-30.2288,12-05-2014
Paper,7.6146,8/14/2016
Machines,35.6238,8/14/2016
Paper,9.072,09-05-2016
Fasteners,5.3352,09-05-2016
Paper,3.7584,09-05-2016
Phones,41.79,6/26/2017
Phones,72.7888,6/26/2017
Binders,18.5886,03-12-2017
Phones,10.4985,2/18/2017
Accessories,47.0979,2/18/2017
Labels,4.8118,2/18/2017
